inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,has_electricity_missing,has_drinking_water_missing,has_functional_toilet_missing,has_boundary_wall_missing,has_playground_missing,functional_facility_count,all_core_facilities_available
INSP02801,2025-08-05,SCH0473,False,,False,True,True,Lavanya Thaker,Needs repair,False,True,False,False,False,2,False
INSP01358,2025-12-11,SCH0527,True,False,True,False,False,Ojasvi Chad,Toilets locked,False,False,False,False,False,2,False
INSP00300,2025-04-13,SCH0443,False,True,True,False,True,Yauvani Narang,Toilets locked,False,False,False,False,False,3,False
INSP00433,2025-08-27,SCH0523,True,True,True,True,True,Viraj Munshi,Toilets locked,False,False,False,False,False,5,True
INSP01101,2026-02-26,SCH0512,False,True,True,False,True,Abdul Dayal,Average,False,False,False,False,False,3,False
INSP00053,2025-04-05,SCH0112,True,True,True,True,False,Lipika Agarwal,Needs repair,False,False,False,False,False,4,False
INSP00795,2025-10-20,SCH0458,False,True,,True,,Caleb Pandya,No remarks,False,False,True,False,True,2,False
INSP02078,2025-10-15,SCH0542,,True,True,False,False,Raghav Bakshi,Average,True,False,False,False,False,2,False
INSP01252,2025-10-22,SCH0450,True,True,True,False,False,Dev Sawhney,Average,False,False,False,False,False,3,False
INSP01075,2025-09-03,SCH0176,False,True,False,True,False,Oviya Sidhu,Average,False,False,False,False,False,2,False
INSP02378,2025-07-03,SCH0441,True,True,True,True,False,Manthan Bora,,False,False,False,False,False,4,False
INSP01588,2025-12-12,SCH0440,True,True,True,True,,Yatin Mander,Toilets locked,False,False,False,False,True,4,False
INSP01289,2025-10-31,SCH0546,True,True,True,True,True,Brijesh Natarajan,Toilets locked,False,False,False,False,False,5,True
INSP01675,2025-08-26,SCH0035,True,,True,True,,Rachana Vaidya,No remarks,False,True,False,False,True,3,False
INSP02133,2026-01-12,SCH0367,True,False,True,,False,Krishna Viswanathan,Toilets locked,False,False,False,True,False,2,False
INSP01448,2026-03-03,SCH0422,True,True,True,,False,Isaac Pall,Average,False,False,False,True,False,3,False
INSP02897,2025-10-14,SCH0263,True,True,False,False,False,Idika Muni,No remarks,False,False,False,False,False,2,False
INSP00071,2025-08-20,SCH0047,True,,True,False,False,Advaith Ghosh,No remarks,False,True,False,False,False,2,False
INSP00643,2026-03-30,SCH0506,True,True,True,True,True,Anjali Lalla,No remarks,False,False,False,False,False,5,True
INSP02543,2026-03-04,SCH0164,False,True,True,False,True,Quincy Ramaswamy,No remarks,False,False,False,False,False,3,False
INSP00945,2025-12-11,SCH0073,True,True,True,False,,Omaja Ghose,Toilets locked,False,False,False,False,True,3,False
INSP02852,2026-01-11,SCH0050,True,True,True,,False,Hardik Venkatesh,,False,False,False,True,False,3,False
INSP02539,2025-04-21,SCH0131,True,,True,True,True,Jeet Swaminathan,,False,True,False,False,False,4,False
INSP01106,2025-04-13,SCH0254,True,,True,True,,,No remarks,False,True,False,False,True,3,False
INSP01175,2025-04-22,SCH0422,False,,True,False,False,Amaira Tara,Average,False,True,False,False,False,1,False
INSP02670,2025-08-10,SCH0525,False,,False,True,,Krish Kala,,False,True,False,False,True,1,False
INSP01757,2025-04-25,SCH0354,,True,True,True,True,Siya Kashyap,,True,False,False,False,False,4,False
INSP00479,2025-07-09,SCH0535,True,False,True,False,,Eiravati Buch,Toilets locked,False,False,False,False,True,2,False
INSP02178,2026-01-03,SCH0160,True,True,False,,True,Madhav Rattan,Needs repair,False,False,False,True,False,3,False
INSP02429,2025-06-14,SCH0291,True,True,False,True,False,Ekantika Nath,Needs repair,False,False,False,False,False,3,False
INSP00730,2025-09-10,SCH0305,True,False,True,,False,Eshana Dey,Needs repair,False,False,False,True,False,2,False
INSP01761,2025-07-18,SCH0564,False,True,True,,,Tanveer Reddy,Average,False,False,False,True,True,2,False
INSP02282,2025-10-30,SCH0168,True,True,True,False,True,Yug Sur,Average,False,False,False,False,False,4,False
INSP00290,2025-12-28,SCH0416,,True,,True,True,Warjas Vala,,True,False,True,False,False,3,False
INSP01092,2025-12-23,SCH0532,True,True,True,False,True,Balendra Warrior,Needs repair,False,False,False,False,False,4,False
INSP01420,2025-05-01,SCH0040,False,True,True,True,,Darsh Nori,Needs repair,False,False,False,False,True,3,False
INSP00451,2025-07-15,SCH0490,True,True,False,False,,Qushi Tella,Average,False,False,False,False,True,2,False
INSP02443,2026-02-23,SCH0473,True,,True,True,,Chavvi Pradhan,,False,True,False,False,True,3,False
INSP00808,2025-07-02,SCH0493,True,False,False,True,,Azaan Basak,,False,False,False,False,True,2,False
INSP00464,2025-06-30,SCH0227,True,True,True,True,False,Bhavya Doshi,Average,False,False,False,False,False,4,False
INSP02529,2025-07-19,SCH0041,True,True,False,True,True,Advik Raja,Needs repair,False,False,False,False,False,4,False
INSP02699,2025-03-12,SCH0482,True,True,False,True,False,,,False,False,False,False,False,3,False
INSP00568,2026-03-31,SCH0043,True,,False,False,False,Edhitha Srivastava,Needs repair,False,True,False,False,False,1,False
INSP01611,2025-06-11,SCH0493,True,True,True,,True,Zehaan Virk,Needs repair,False,False,False,True,False,4,False
INSP00077,2025-08-18,SCH0186,False,False,,True,False,Aachal Chandra,Good condition,False,False,True,False,False,1,False
INSP00332,2025-08-20,SCH0450,True,True,True,True,True,Fiyaz Chanda,Average,False,False,False,False,False,5,True
INSP00612,2026-03-17,SCH0327,True,True,True,False,,Geetika Raman,,False,False,False,False,True,3,False
INSP01074,2025-12-10,SCH0265,False,True,True,,False,Tanvi Wagle,Toilets locked,False,False,False,True,False,2,False
INSP00786,2026-02-13,SCH0313,,False,False,True,True,Zarna Bhargava,No remarks,True,False,False,False,False,2,False
INSP00046,2025-11-14,SCH0280,True,,True,True,False,Naksh Ray,Good condition,False,True,False,False,False,3,False
INSP02908,2025-06-12,SCH0248,True,True,False,True,False,Bhavani Gaba,Toilets locked,False,False,False,False,False,3,False
INSP00344,2026-06-01,SCH0451,True,True,True,True,True,Ganga Korpal,Toilets locked,False,False,False,False,False,5,True
INSP02171,2025-11-27,SCH0171,True,True,False,False,False,Anirudh Muni,Good condition,False,False,False,False,False,2,False
INSP01560,2025-09-06,SCH0554,True,True,True,False,False,,Needs repair,False,False,False,False,False,3,False
INSP00545,2025-06-02,SCH0302,False,,True,True,True,Ishanvi Wason,Needs repair,False,True,False,False,False,3,False
INSP01024,2025-08-11,SCH0428,True,True,True,True,True,Rehaan Ahluwalia,No remarks,False,False,False,False,False,5,True
INSP00153,2025-10-15,SCH0540,True,,True,True,True,Geetika Kulkarni,,False,True,False,False,False,4,False
INSP01981,2025-05-03,SCH0499,True,True,True,False,False,,Toilets locked,False,False,False,False,False,3,False
INSP01323,2025-09-07,SCH0264,True,True,,True,False,Triya Dutta,No remarks,False,False,True,False,False,3,False
INSP01019,2025-06-06,SCH0303,True,True,True,True,,Vedant Hayer,No remarks,False,False,False,False,True,4,False
INSP02182,2026-01-29,SCH0248,True,True,True,False,True,Krisha Mital,Good condition,False,False,False,False,False,4,False
INSP00001,2025-09-22,SCH0087,True,True,True,True,,Ira Ranganathan,Good condition,False,False,False,False,True,4,False
INSP01463,2025-06-28,SCH0247,False,True,False,True,True,Alexander Garde,Needs repair,False,False,False,False,False,3,False
INSP00622,2025-10-05,SCH0089,False,True,True,False,False,Girish Batta,Average,False,False,False,False,False,2,False
INSP00409,2025-04-17,SCH0069,,True,True,False,True,Vaishnavi Sarkar,No remarks,True,False,False,False,False,3,False
INSP02837,2025-04-06,SCH0424,False,,False,False,,Gabriel Biswas,Average,False,True,False,False,True,0,False
INSP01967,2025-08-30,SCH0105,True,,True,False,False,Yoshita Sridhar,Toilets locked,False,True,False,False,False,2,False
INSP02845,2025-11-29,SCH0341,True,True,True,True,True,Parth Bawa,Average,False,False,False,False,False,5,True
INSP01622,2026-03-15,SCH0546,True,True,False,False,True,Chaman Dubey,,False,False,False,False,False,3,False
INSP01367,2025-12-21,SCH0078,True,True,True,True,True,Suhani Viswanathan,Good condition,False,False,False,False,False,5,True
INSP00888,2025-08-21,SCH0179,False,False,True,,,Niharika Subramaniam,,False,False,False,True,True,1,False
INSP01845,2025-05-20,SCH0105,True,True,True,True,,Wridesh Patil,,False,False,False,False,True,4,False
INSP00033,2025-06-24,SCH0323,True,True,True,True,True,Urvi Dani,,False,False,False,False,False,5,True
INSP00212,2025-05-22,SCH0080,True,True,True,False,False,Daksh Vora,Good condition,False,False,False,False,False,3,False
INSP02551,2025-12-20,SCH0186,True,True,True,True,False,David Cheema,Toilets locked,False,False,False,False,False,4,False
INSP00015,2025-04-05,SCH0124,True,True,False,,True,Yashoda Jani,Average,False,False,False,True,False,3,False
INSP00094,2025-10-28,SCH0234,True,,True,False,True,Ekapad Rattan,Needs repair,False,True,False,False,False,3,False
INSP01256,2025-08-30,SCH0037,,True,True,True,True,Manya Mody,No remarks,True,False,False,False,False,4,False
INSP01398,2025-11-05,SCH0517,True,True,True,False,False,Wahab Patil,Toilets locked,False,False,False,False,False,3,False
INSP02819,2025-11-10,SCH0116,True,True,False,,True,,Good condition,False,False,False,True,False,3,False
INSP00355,2026-02-03,SCH0410,True,True,,True,False,Yoshita Nazareth,Average,False,False,True,False,False,3,False
INSP00150,2025-12-30,SCH0428,True,False,False,False,True,Christopher Dutt,Good condition,False,False,False,False,False,2,False
INSP00255,2025-05-05,SCH0540,True,True,,True,True,Jai Varughese,Average,False,False,True,False,False,4,False
INSP02030,2025-04-04,SCH0010,True,True,False,True,False,,,False,False,False,False,False,3,False
INSP00599,2025-04-13,SCH0292,True,True,,True,False,Bakhshi Shan,,False,False,True,False,False,3,False
INSP00185,2025-05-30,SCH0041,False,True,True,False,False,Osha Iyengar,No remarks,False,False,False,False,False,2,False
INSP00579,2025-06-07,SCH0345,False,True,,False,False,,Average,False,False,True,False,False,1,False
INSP01091,2025-09-12,SCH0447,,True,True,True,True,,,True,False,False,False,False,4,False
INSP01174,2025-11-25,SCH0340,True,True,True,True,False,Maanav Rau,Needs repair,False,False,False,False,False,4,False
INSP02252,2025-12-04,SCH0476,True,True,True,False,False,Anita Kannan,,False,False,False,False,False,3,False
INSP00472,2025-08-26,SCH0242,True,True,True,False,True,Janya Lalla,Average,False,False,False,False,False,4,False
INSP01966,2026-03-13,SCH0281,True,True,False,False,True,Vihaan Varma,Good condition,False,False,False,False,False,3,False
INSP01964,2025-06-21,SCH0598,,True,,True,False,Jeevika Pandit,Average,True,False,True,False,False,2,False
INSP01303,2026-03-17,SCH0359,True,True,,True,False,Vihaan Bora,Good condition,False,False,True,False,False,3,False
INSP02998,2026-03-20,SCH0117,True,True,,True,False,Arya Shenoy,Toilets locked,False,False,True,False,False,3,False
INSP00258,2025-06-07,SCH0067,False,True,,True,False,Unnati Iyengar,Toilets locked,False,False,True,False,False,2,False
INSP00933,2025-07-02,SCH0176,False,True,True,True,True,Yashasvi Sethi,No remarks,False,False,False,False,False,4,False
INSP01685,2025-11-20,SCH0505,True,True,False,False,False,Ayushman Chand,Average,False,False,False,False,False,2,False
INSP00719,2025-06-12,SCH0533,True,True,True,True,True,Harinakshi Boase,,False,False,False,False,False,5,True
INSP00597,2026-02-06,SCH0014,False,True,False,True,False,Rohan Rau,No remarks,False,False,False,False,False,2,False
INSP00611,2025-09-01,SCH0432,True,True,True,True,True,Nachiket Purohit,No remarks,False,False,False,False,False,5,True
INSP00756,2025-10-24,SCH0489,,True,True,False,False,Suhani Baral,Toilets locked,True,False,False,False,False,2,False
INSP02326,2025-08-14,SCH0196,True,True,True,True,True,Wazir Varty,Good condition,False,False,False,False,False,5,True
INSP01507,2025-09-28,SCH0177,False,,True,False,True,Chanchal Parmer,,False,True,False,False,False,2,False
INSP02488,2025-12-13,SCH0209,True,,True,True,False,Urvi Datta,Toilets locked,False,True,False,False,False,3,False
INSP01887,2025-07-16,SCH0019,True,True,True,True,,Balvan Vohra,,False,False,False,False,True,4,False
INSP01339,2025-04-11,SCH0428,False,True,False,True,,,Good condition,False,False,False,False,True,2,False
INSP02612,2025-09-08,SCH0400,,True,True,False,False,Wahab Thakkar,No remarks,True,False,False,False,False,2,False
INSP00175,2025-04-18,SCH0427,True,True,True,False,False,Abdul Ratti,Average,False,False,False,False,False,3,False
INSP01392,2025-07-10,SCH0428,True,,True,True,True,Yug Pradhan,Needs repair,False,True,False,False,False,4,False
INSP02249,2026-03-17,SCH0026,True,True,True,True,,Tanmayi Goel,,False,False,False,False,True,4,False
INSP00121,2025-09-08,SCH0480,True,,True,,True,Ekanta Ramesh,No remarks,False,True,False,True,False,3,False
INSP02893,2026-01-09,SCH0257,True,True,True,True,True,Maya Cheema,Toilets locked,False,False,False,False,False,5,True
INSP00529,2026-03-25,SCH0080,True,True,True,,True,Jacob Buch,Needs repair,False,False,False,True,False,4,False
INSP02568,2026-01-24,SCH0356,True,True,False,True,True,Mahika Swaminathan,,False,False,False,False,False,4,False
INSP00904,2026-02-13,SCH0380,,,True,,False,Sai Vasa,Toilets locked,True,True,False,True,False,1,False
INSP02916,2026-03-19,SCH0327,True,True,False,False,True,Aditya Korpal,Needs repair,False,False,False,False,False,3,False
INSP00440,2025-10-15,SCH0026,True,True,True,True,True,Ronith Desai,Toilets locked,False,False,False,False,False,5,True
INSP01379,2025-04-06,SCH0026,True,,True,True,,Samar Sandal,Average,False,True,False,False,True,3,False
INSP02773,2025-08-27,SCH0124,True,True,True,True,True,Pratyush Parsa,Good condition,False,False,False,False,False,5,True
INSP02145,2025-12-07,SCH0522,True,,False,True,,Hemal Contractor,Good condition,False,True,False,False,True,2,False
INSP00189,2025-10-12,SCH0311,True,True,True,True,True,Ishanvi Mangal,Average,False,False,False,False,False,5,True
INSP01951,2025-08-13,SCH0202,True,True,False,True,True,,Average,False,False,False,False,False,4,False
INSP01265,2026-01-12,SCH0122,True,True,True,,False,Maanas Murty,Toilets locked,False,False,False,True,False,3,False
INSP02351,2025-04-20,SCH0204,True,False,True,False,False,Leena Wason,,False,False,False,False,False,2,False
INSP01115,2025-04-09,SCH0269,,False,,True,,Darsh Krishna,No remarks,True,False,True,False,True,1,False
INSP00271,2026-12-01,SCH0240,True,,True,True,False,Timothy Ghosh,Toilets locked,False,True,False,False,False,3,False
INSP00252,2025-10-04,SCH0111,True,True,True,True,False,Mohini Soni,,False,False,False,False,False,4,False
INSP00369,2026-03-27,SCH0347,False,True,False,True,True,Geetika Mishra,Toilets locked,False,False,False,False,False,3,False
INSP00388,2025-06-27,SCH0573,True,True,,False,True,Ishaan Chandran,Average,False,False,True,False,False,3,False
INSP01422,2026-01-09,SCH0024,True,True,,True,False,George Rai,Good condition,False,False,True,False,False,3,False
INSP00810,2025-10-25,SCH0511,False,True,True,False,False,Ira Lall,,False,False,False,False,False,2,False
INSP01953,2025-06-06,SCH0033,False,,,False,True,Ria Ray,No remarks,False,True,True,False,False,1,False
INSP02483,2025-06-27,SCH0237,,,True,True,True,Bhanumati Balay,Needs repair,True,True,False,False,False,3,False
